User-ID,ISBN,Book-Rating
277427,002542730X,10
277427,0060006641,10
277427,0060542128,7
277427,0061009059,9
277427,0152050167,10
277427,0316776963,8
277427,0345413903,10
277427,0375751513,9
277427,0380702843,8
277427,0380791978,9
277427,038081904X,9
277427,0385424736,9
277427,0385486804,9
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0399149562,7
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446608890,10
277427,0446676640,8
277427,0451180739,8
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0671014420,5
277427,0671528904,8
277427,0671727079,9
277427,0671740504,8
277427,0671749897,8
277427,0671876821,8
277427,0679417648,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0786866845,10
277427,0802425488,9
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812504798,8
277427,0812531353,8
277427,0836210263,10
277427,0836213076,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,0887621112,6
277427,0890876517,10
277427,0898157803,10
277427,0932592007,8
277427,1400060265,10
277427,1559586893,10
277427,1562923668,10
277427,1565075722,10
277427,1576733343,10
277427,8251800811,7
638,0060191929,9
638,0140107649,10
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0385420161,9
638,0385470819,9
638,0385500769,10
638,0385504209,10
638,0385505833,10
638,0394574745,8
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679410430,10
638,0679419624,10
638,0679442790,10
638,0679603352,10
638,067972768X,10
638,0679732241,9
638,0679746048,7
638,0684874318,10
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,1558747028,10
638,1558747346,8
638,1570717257,9
2033,0060248025,10
2033,0060256664,10
2033,0060256737,10
2033,0060950536,10
2033,0140386645,8
2033,0142000663,10
2033,0312921098,8
2033,0316779059,10
2033,0345337662,5
2033,0345340426,10
2033,0375815260,10
2033,0380775123,10
2033,0399523308,6
2033,0439064864,9
2033,0439136350,9
2033,0439139597,9
2033,043935806X,9
2033,0451456718,10
2033,0451456734,10
2033,0451458028,10
2033,0451458508,10
2033,0451458990,10
2033,0452279089,10
2033,051513628X,6
2033,0553379534,10
2033,0553573136,8
2033,0590353403,9
2033,0671519751,10
2033,0671524313,6
2033,0671676253,10
2033,0688117619,7
2033,0688149790,8
2033,0698119509,7
2033,0764550039,7
2033,0765342987,10
2033,0765345048,10
2033,0786880007,8
2033,0812500865,7
2033,0812520157,10
2033,0812532554,10
2033,0812532597,8
2033,0812532619,8
2033,0812532635,8
2033,0812532961,8
2033,0812532988,8
2033,0812533313,10
2033,0812533550,10
2033,0812533577,9
2033,0812575717,10
2033,0836204387,10
2033,0836218256,9
2033,0836218787,10
2033,0836220889,10
2033,0836221362,10
2033,0886773776,10
2033,0886773784,10
2033,0886774004,10
2033,0886774012,9
2033,0886774144,10
2033,0886774543,10
2033,0886774632,10
2033,0886775035,10
2033,0886775167,8
2033,0886775493,9
2033,0886775639,8
2033,0886775876,10
2033,0886776120,8
2033,0886776619,9
2033,0886777208,10
2033,0886777739,10
2033,0894716174,9
2033,0920668372,10
2110,0060987529,7
2110,0064472779,8
2110,0140022651,10
2110,0151008116,5
2110,015216250X,8
2110,0345283929,10
2110,0345307674,10
2110,0345314255,10
2110,0345317580,10
2110,0345335287,10
2110,0345362276,10
2110,0345375580,10
2110,0345423038,6
2110,0380570009,10
2110,0439176824,8
2110,0441000150,10
2110,0451137965,9
2110,051512463X,8
2110,0515127396,8
2110,0515134384,5
2110,0515136557,3
2110,0553073273,9
2110,0590109715,10
2110,0590109960,10
2110,059035342X,10
2110,0590448595,8
2110,059045367X,8
2110,0590629778,10
2110,0590629786,10
2110,0590629794,10
2110,0590629808,10
2110,0590879979,9
2110,0590956159,8
2110,0671001868,8
2110,0671527215,9
2110,0671532642,8
2110,0671695304,10
2110,0671751174,10
2110,0688047211,1
2110,0812505042,10
2110,0886774500,9
2276,0030632366,9
2276,0061030643,8
2276,0061099155,9
2276,031209261X,10
2276,0312983220,8
2276,0312989385,10
2276,0345272463,9
2276,034528643X,8
2276,0345315642,10
2276,0345379144,10
2276,0345382447,7
2276,0345404793,9
2276,0345423615,9
2276,0345447867,9
2276,0345460693,9
2276,0380002930,9
2276,0380542625,10
2276,038072880X,9
2276,0385505833,5
2276,0399146725,10
2276,0425119653,8
2276,0425172546,9
2276,0425182908,4
2276,0440145465,10
2276,0440220793,7
2276,0440221471,10
2276,0440236673,10
2276,0440237424,6
2276,0446349461,9
2276,0446364622,8
2276,0446609323,9
2276,0446612790,10
2276,0446794031,7
2276,0449209695,10
2276,044921852X,9
2276,0451163710,10
2276,0451171845,9
2276,0451204891,9
2276,0451452941,10
2276,0451454081,10
2276,0451456726,10
2276,0451456734,10
2276,0451458990,9
2276,0515130125,10
2276,0553144286,8
2276,0553227041,5
2276,0553263226,10
2276,0553290797,8
2276,0553574582,7
2276,0553575538,10
2276,0553576801,8
2276,0553582526,9
2276,0553583468,10
2276,0553584510,9
2276,0553585118,10
2276,0553585681,10
2276,0671016768,8
2276,0671442686,10
2276,0671524313,10
2276,0671625810,9
2276,0671660632,5
2276,0671721224,9
2276,0671721542,9
2276,0671729446,5
2276,0671795988,7
2276,0671797050,10
2276,0671836927,9
2276,0671876015,10
2276,0684852802,9
2276,0743412753,9
2276,0756400619,8
2276,0805063897,10
2276,0812513711,8
2276,0812517725,8
2276,0812575962,10
2276,0812585151,5
2276,0886774632,10
2276,0886775167,10
2276,0886775639,10
2276,0886776120,10
2766,0060958022,8
2766,0060975849,9
2766,014034294X,9
2766,0141304707,9
2766,0312146310,9
2766,0316666343,9
2766,0345319672,7
2766,038039586X,9
2766,0380726815,6
2766,0385508417,7
2766,0394873335,9
2766,0425178102,5
2766,0440204194,8
2766,0440211263,8
2766,0440219078,8
2766,0440221595,8
2766,0440237688,7
2766,044048474X,7
2766,0446310786,10
2766,0446516538,6
2766,0446607339,8
2766,0446611867,7
2766,0449005615,9
2766,0553211587,8
2766,0553279912,7
2766,0670030643,8
2766,0671721291,6
2766,0671729896,8
2766,0679733760,5
2766,0679751602,6
2766,0684801221,10
2766,0688031188,9
2766,0736903054,10
2766,0745926290,8
2766,0767902521,8
2766,0800786084,7
2766,0805421351,10
2766,0806961740,7
2766,0842345523,9
2766,0849911672,7
2766,0874869870,9
2766,0898157803,8
2766,0937295221,9
2766,0971880107,6
2766,1558745718,7
2766,1566840287,7
2766,1576734013,8
3363,0060294698,10
3363,0060652934,7
3363,006098824X,10
3363,0064405176,10
3363,0064460932,10
3363,0064472795,10
3363,0064473023,8
3363,006621016X,8
3363,0140186484,10
3363,0140236201,9
3363,0152021973,10
3363,0312171838,10
3363,0312187106,10
3363,0316096199,10
3363,0345403339,10
3363,0345453387,8
3363,0373250118,7
3363,0373250126,8
3363,0373250207,10
3363,0373250223,9
3363,0373250533,8
3363,0375706429,8
3363,0380754843,8
3363,0380814021,10
3363,0380973545,10
3363,0385722435,10
3363,0440228352,9
3363,0440416248,9
3363,044652087X,10
3363,0446526479,9
3363,0446531286,9
3363,0446605336,9
3363,0446672211,10
3363,0451409256,10
3363,0553213164,10
3363,055323370X,10
3363,0553264931,10
3363,0553280503,10
3363,0590319906,9
3363,0590439448,10
3363,0671027344,9
3363,0679751602,8
3363,0763616052,9
3363,0804108293,10
3827,0060504072,10
3827,0140132708,10
3827,014029628X,6
3827,0141301058,10
3827,0152017682,8
3827,015201800X,6
3827,0152018018,9
3827,0312274920,8
3827,0345337662,7
3827,0345348036,9
3827,0345351525,8
3827,0345371984,10
3827,034538475X,8
3827,0345409671,8
3827,0345413350,7
3827,0345414365,8
3827,0345423402,7
3827,034544356X,5
3827,0345460952,10
3827,0375503641,8
3827,038081658X,10
3827,038533303X,10
3827,0385483503,10
3827,0385497288,10
3827,0394534433,7
3827,0440408903,8
3827,0441002617,7
3827,0441004326,8
3827,0441005195,8
3827,0525455205,7
3827,0553562614,10
3827,0553568736,10
3827,0553573314,9
3827,0553573861,10
3827,0553573985,10
3827,0743421574,6
3827,0756401364,7
3827,0765342987,10
3827,0765345048,10
3827,0802138578,8
3827,0804114986,10
3827,0826308791,8
3827,0886771544,7
3827,0886777844,7
3827,0886779758,7
3827,1931561230,8
4017,006000438X,10
4017,0060175966,9
4017,0060517794,10
4017,0060915544,8
4017,0060926201,9
4017,0060929871,9
4017,0060930187,10
4017,006093090X,10
4017,0060964049,9
4017,0060977191,9
4017,0060984333,10
4017,0064401774,10
4017,0066209463,10
4017,0140042598,10
4017,0140070206,10
4017,0140244824,10
4017,014028009X,9
4017,015600710X,10
